0.16536611541114923,-0.3472685106991067,A
-0.20291854981501986,-0.02690508840654858,B
-0.08253386014300025,0.009626010841346282,A
-0.061513402123724054,0.004611814170618425,B
0.04885022787824718,0.22594101954123677,A
0.18048934712696674,0.08522499225249676,B
0.1434483596030439,0.03909215827520265,A
0.05524872785251589,0.16181351078372339,A
0.020224115181652205,-0.13519445024756563,A
-0.1688795095679273,0.15977683941807208,B
0.15516567441807194,-0.029063233819172498,B
0.054095215880919534,-0.09901909979703474,B
0.27503918535824423,0.3317535584171012,B
0.02121460057011576,-0.46416328134809925,A
0.2076791859668029,-0.16872644602114364,B
0.36294253192942155,0.07964059831949429,A
-0.09900707753210203,0.18413992266100954,A
-0.16129677798737807,-0.1426342498623891,B
0.11808010681408646,0.7225820839972843,A
-0.09613680891441612,-0.005222118835765664,A
